Dataset,Sample_Date_[dd/mm/yyyy],Time_[hh:mm:ss],Latitude_[degN],Longitude_[degE],Temperature_[degC],CTD_TMP_WOCE_FLAG,CTD_Pressure_[dbar],Depth_From_Pressure_[meters_below_surface],Sample_Depth_[meters_below_surface],combined_depth_[meters_below_surface],DELO18_[permillle],DELO18_WOCE_FLAG_Translated,DELO18_WOCE_FLAG_Original,O18_Standard,CTD_Salinity_[standard_salinity_units],CTD_SAL_WOCE_FLAG,Bottle_Salinity_[standard_salinity_units],BTL_SAL_WOCE_FLAG,Cruise_ID,Station_ID_Name,Site_Number_Name,Sample_ID,CASTNO,BTLNBR,Event,Rosette_Position,Platform,BIOPOLE,Freshwater,Freshwater_Source,LAND_BASED,u,v
Wateriso_Utah_Precip_data_N_of_60N,30/03/2014,15:29:59,72.58,-38.48,,,,,,,-29.72983642,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140330_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,30/03/2014,15:29:59,72.58,-38.48,,,,,,,-29.57236141,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140330_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/04/2014,12:40:00,72.58,-38.4799,,,,,-0.9046,-0.9046,-33.09707275,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140403B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/04/2014,12:40:00,72.58,-38.4799,,,,,-2.7588,-2.7588,-34.23249564,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140403M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/04/2014,12:40:00,72.58,-38.4799,,,,,-4.2828,-4.2828,-34.30980827,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140403T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/04/2014,12:40:00,72.58,-38.48,,,,,,,-33.09707275,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140403_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/04/2014,12:40:00,72.58,-38.48,,,,,,,-34.23249564,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140403_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/04/2014,12:40:00,72.58,-38.48,,,,,,,-34.30980827,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140403_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/04/2014,16:40:00,72.58,-38.4799,,,,,-0.9246,-0.9246,-34.17880569,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140406B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/04/2014,16:40:00,72.58,-38.4799,,,,,-2.7788,-2.7788,-35.71054207,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140406M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/04/2014,16:40:00,72.58,-38.4799,,,,,-4.3028,-4.3028,-34.83985737,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140406T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/04/2014,16:39:59,72.58,-38.48,,,,,,,-34.17880569,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140406_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/04/2014,16:39:59,72.58,-38.48,,,,,,,-35.71054207,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140406_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/04/2014,16:39:59,72.58,-38.48,,,,,,,-34.83985737,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140406_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,13/04/2014,15:00:00,72.58,-38.4799,,,,,-0.9246,-0.9246,-42.27591119,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140413B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,13/04/2014,15:00:00,72.58,-38.4799,,,,,-2.7788,-2.7788,-42.47861579,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140413M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,13/04/2014,15:00:00,72.58,-38.4799,,,,,-4.3028,-4.3028,-42.86430862,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140413T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,13/04/2014,15:00:00,72.58,-38.48,,,,,,,-42.27591119,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140413_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,13/04/2014,15:00:00,72.58,-38.48,,,,,,,-42.47861579,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140413_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,13/04/2014,15:00:00,72.58,-38.48,,,,,,,-42.86430862,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140413_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,25/04/2014,11:50:00,72.58,-38.4799,,,,,-0.9346,-0.9346,-21.40871003,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140425B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,25/04/2014,11:50:00,72.58,-38.4799,,,,,-2.7888,-2.7888,-21.87865088,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140425M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,25/04/2014,11:50:00,72.58,-38.4799,,,,,-4.3128,-4.3128,-23.49736831,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140425T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,25/04/2014,11:50:00,72.58,-38.48,,,,,,,-21.40871003,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140425_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,25/04/2014,11:50:00,72.58,-38.48,,,,,,,-21.87865088,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140425_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,25/04/2014,11:50:00,72.58,-38.48,,,,,,,-23.49736831,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140425_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,02/05/2014,18:15:00,72.58,-38.4799,,,,,-0.9146,-0.9146,-27.56786914,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140502B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,02/05/2014,18:15:00,72.58,-38.4799,,,,,-2.7688,-2.7688,-27.57922651,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140502M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,02/05/2014,18:15:00,72.58,-38.4799,,,,,-4.2928,-4.2928,-27.57243725,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140502T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,02/05/2014,18:15:00,72.58,-38.48,,,,,,,-27.56786914,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140502_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,02/05/2014,18:15:00,72.58,-38.48,,,,,,,-27.57922651,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140502_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,02/05/2014,18:15:00,72.58,-38.48,,,,,,,-27.57243725,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140502_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/05/2014,15:15:00,72.58,-38.4799,,,,,-0.9046,-0.9046,-28.76695513,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140503B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/05/2014,15:15:00,72.58,-38.4799,,,,,-2.7588,-2.7588,-28.58281277,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140503M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/05/2014,15:15:00,72.58,-38.4799,,,,,-4.2828,-4.2828,-28.60046097,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140503T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/05/2014,15:15:00,72.58,-38.48,,,,,,,-28.76695513,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140503_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/05/2014,15:15:00,72.58,-38.48,,,,,,,-28.58281277,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140503_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,03/05/2014,15:15:00,72.58,-38.48,,,,,,,-28.60046097,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140503_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/05/2014,13:55:00,72.58,-38.4799,,,,,-0.9196,-0.9196,-30.71610197,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140508B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/05/2014,13:55:00,72.58,-38.4799,,,,,-2.7738,-2.7738,-30.9406218,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140508M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/05/2014,13:55:00,72.58,-38.4799,,,,,-4.2978,-4.2978,-31.26773059,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140508T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/05/2014,13:54:59,72.58,-38.48,,,,,,,-30.71610197,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140508_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/05/2014,13:54:59,72.58,-38.48,,,,,,,-30.9406218,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140508_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/05/2014,13:54:59,72.58,-38.48,,,,,,,-31.26773059,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140508_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,19/05/2014,13:25:00,72.58,-38.4799,,,,,-0.7696,-0.7696,-39.66428438,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140519B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,19/05/2014,13:25:00,72.58,-38.4799,,,,,-2.6238,-2.6238,-39.88659757,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140519M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,19/05/2014,13:25:00,72.58,-38.4799,,,,,-4.1478,-4.1478,-39.9548144,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140519T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,19/05/2014,13:25:00,72.58,-38.48,,,,,,,-39.66428438,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140519_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,19/05/2014,13:25:00,72.58,-38.48,,,,,,,-39.88659757,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140519_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,19/05/2014,13:25:00,72.58,-38.48,,,,,,,-39.9548144,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140519_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,21/05/2014,14:20:00,72.58,-38.4799,,,,,-0.7696,-0.7696,-33.08811376,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140521B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,21/05/2014,14:20:00,72.58,-38.4799,,,,,-2.6238,-2.6238,-32.97220274,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140521M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,21/05/2014,14:20:00,72.58,-38.4799,,,,,-4.1478,-4.1478,-33.15268674,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140521T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,21/05/2014,14:19:59,72.58,-38.48,,,,,,,-33.08811376,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140521_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,21/05/2014,14:19:59,72.58,-38.48,,,,,,,-32.97220274,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140521_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,21/05/2014,14:19:59,72.58,-38.48,,,,,,,-33.15268674,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140521_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,22/05/2014,12:10:00,72.58,-38.4799,,,,,-0.7646,-0.7646,-35.60221128,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140522B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,22/05/2014,12:10:00,72.58,-38.4799,,,,,-2.6188,-2.6188,-35.55816093,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140522M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,22/05/2014,12:10:00,72.58,-38.4799,,,,,-4.1428,-4.1428,-34.52064288,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140522T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,22/05/2014,12:09:59,72.58,-38.48,,,,,,,-35.60221128,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140522_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,22/05/2014,12:09:59,72.58,-38.48,,,,,,,-35.55816093,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140522_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,22/05/2014,12:09:59,72.58,-38.48,,,,,,,-34.52064288,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140522_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/06/2014,09:15:00,72.58,-38.4799,,,,,-0.7696,-0.7696,-25.17143923,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140606B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/06/2014,09:15:00,72.58,-38.4799,,,,,-2.6238,-2.6238,-24.9224529,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140606M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/06/2014,09:15:00,72.58,-38.4799,,,,,-4.1478,-4.1478,-24.69911382,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140606T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/06/2014,09:15:00,72.58,-38.48,,,,,,,-25.17143923,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140606_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/06/2014,09:15:00,72.58,-38.48,,,,,,,-24.9224529,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140606_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,06/06/2014,09:15:00,72.58,-38.48,,,,,,,-24.69911382,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140606_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,07/06/2014,09:40:00,72.58,-38.4799,,,,,-0.7746,-0.7746,-25.47867867,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140607B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,07/06/2014,09:40:00,72.58,-38.4799,,,,,-2.6288,-2.6288,-25.17694613,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140607M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,07/06/2014,09:40:00,72.58,-38.4799,,,,,-4.1528,-4.1528,-25.95602708,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140607T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,07/06/2014,09:40:00,72.58,-38.48,,,,,,,-25.47867867,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140607_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,07/06/2014,09:40:00,72.58,-38.48,,,,,,,-25.17694613,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140607_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,07/06/2014,09:40:00,72.58,-38.48,,,,,,,-25.95602708,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140607_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/06/2014,09:50:00,72.58,-38.4799,,,,,-0.7646,-0.7646,-26.59429015,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140608B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/06/2014,09:50:00,72.58,-38.4799,,,,,-2.6188,-2.6188,-26.9712417,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140608M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/06/2014,09:50:00,72.58,-38.4799,,,,,-4.1428,-4.1428,-27.42779648,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140608T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/06/2014,09:49:59,72.58,-38.48,,,,,,,-26.59429015,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140608_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/06/2014,09:49:59,72.58,-38.48,,,,,,,-26.9712417,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140608_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,08/06/2014,09:49:59,72.58,-38.48,,,,,,,-27.42779648,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140608_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,09/06/2014,09:25:00,72.58,-38.4799,,,,,-0.7646,-0.7646,-35.42028523,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140609B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,09/06/2014,09:25:00,72.58,-38.4799,,,,,-2.6188,-2.6188,-37.24434127,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140609M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,09/06/2014,09:25:00,72.58,-38.4799,,,,,-4.1428,-4.1428,-37.10544452,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140609T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,09/06/2014,09:24:59,72.58,-38.48,,,,,,,-35.42028523,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140609_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,09/06/2014,09:24:59,72.58,-38.48,,,,,,,-37.24434127,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140609_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,09/06/2014,09:24:59,72.58,-38.48,,,,,,,-37.10544452,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140609_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,10/06/2014,11:45:00,72.58,-38.4799,,,,,-0.7696,-0.7696,-30.88016689,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140610B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,10/06/2014,11:45:00,72.58,-38.4799,,,,,-2.6238,-2.6238,-31.26171559,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140610M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,10/06/2014,11:45:00,72.58,-38.4799,,,,,-4.1478,-4.1478,-31.36259635,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140610T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,10/06/2014,11:44:59,72.58,-38.48,,,,,,,-30.88016689,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140610_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,10/06/2014,11:44:59,72.58,-38.48,,,,,,,-31.26171559,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140610_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,10/06/2014,11:44:59,72.58,-38.48,,,,,,,-31.36259635,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140610_T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,11/06/2014,09:20:00,72.58,-38.4799,,,,,-0.7646,-0.7646,-24.45040815,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140611B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,11/06/2014,09:20:00,72.58,-38.4799,,,,,-2.6188,-2.6188,-24.2215041,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140611M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,11/06/2014,09:20:00,72.58,-38.4799,,,,,-4.1428,-4.1428,-24.20334295,,,VSMOW_SLAP scale,,,,,,,Summit Station or Greenland Environmental Observatory at Summit (GEOSummit),SUM20140611T,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,11/06/2014,09:20:00,72.58,-38.48,,,,,,,-24.45040815,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140611_B,,,,,,FALSE,TRUE,Precipitation,TRUE,,
Wateriso_Utah_Precip_data_N_of_60N,11/06/2014,09:20:00,72.58,-38.48,,,,,,,-24.2215041,,,VSMOW_SLAP scale,,,,,,,Summit Camp,SUM20140611_M,,,,,,FALSE,TRUE,Precipitation,TRUE,,
