//<Encoding>UTF-8</Encoding>
//<Version>ODV Data Blob v1 - Data Window</Version>
//<Creator>rschlitz@awi-009603</Creator>
//<CreateTime>2025-11-13T13:38:38</CreateTime>
//<Software>Web Ocean Data View 5.8.3 - web_server: 45 - 64 bit (Linux)</Software>
//<Source>GLODAPv2.2023.odv</Source>
//<SourceLastModified>2024-04-22T21:05:16</SourceLastModified>
//<View>FullScreenMap</View>
//<WindowId>1</WindowId>
//<DataField>Ocean</DataField>
//<DataType>Profiles</DataType>
//<Description>Hydrographic and carbon data for the global ocean (GLODAP version v2.2023)</Description>
//
//<DataVariable>label="SALNTY [PSS-78]" value_type="FLOAT" qf_schema="WOCEBOTTLE" significant_digits="3" is_primary_variable="F" comment="" key_variable="Practical Salinity [psu]"</DataVariable>
//<DataVariable>label="O18/O16 [/MILLE]" value_type="FLOAT" qf_schema="WOCEBOTTLE" significant_digits="3" is_primary_variable="F" comment="" key_variable=""</DataVariable>
//<DataVariable>label="TEMPERATURE [DEG C]" value_type="FLOAT" qf_schema="ODV" significant_digits="3" is_primary_variable="F" comment="" key_variable="Temperature [degC]"</DataVariable>
//
SALNTY [PSS-78],O18/O16 [/MILLE],TEMPERATURE [DEG C],Station,Sample ID:INTEGER,Longitude [degrees East],Latitude [degrees North],yyyy-mm-ddThh:mm:ss.sss
31.747000,-1.720000,-1.698900,3704,4,198.36000,79.10500,2002-09-05T03:59:00
32.742001,-1.340000,-1.537200,3704,6,198.36000,79.10500,2002-09-05T03:59:00
33.132999,-1.150000,-1.477400,3704,7,198.36000,79.10500,2002-09-05T03:59:00
33.486000,-1.060000,-1.434800,3704,8,198.36000,79.10500,2002-09-05T03:59:00
33.758999,-0.780000,-1.432400,3704,9,198.36000,79.10500,2002-09-05T03:59:00
33.979000,-0.560000,-1.406100,3704,10,198.36000,79.10500,2002-09-05T03:59:00
34.352001,-0.140000,-0.919200,3704,13,198.36000,79.10500,2002-09-05T03:59:00
34.855000,0.270000,1.156200,3704,19,198.36000,79.10500,2002-09-05T03:59:00
34.865002,0.210000,0.577000,3704,22,198.36000,79.10500,2002-09-05T03:59:00
30.594000,-2.070000,-1.624300,3706,2,199.14000,79.27200,2002-09-05T13:38:59
30.930000,-1.980000,-1.572600,3706,3,199.14000,79.27200,2002-09-05T13:38:59
31.704000,-1.770000,-1.700000,3706,4,199.14000,79.27200,2002-09-05T13:38:59
32.320000,-1.420000,-1.584200,3706,5,199.14000,79.27200,2002-09-05T13:38:59
32.625999,-1.440000,-1.556400,3706,6,199.14000,79.27200,2002-09-05T13:38:59
33.196999,-1.150000,-1.459000,3706,8,199.14000,79.27200,2002-09-05T13:38:59
33.641998,-0.920000,-1.446200,3706,9,199.14000,79.27200,2002-09-05T13:38:59
34.258999,-0.230000,-1.234200,3706,12,199.14000,79.27200,2002-09-05T13:38:59
34.854000,0.250000,1.156100,3706,17,199.14000,79.27200,2002-09-05T13:38:59
34.861000,0.250000,1.020600,3706,18,199.14000,79.27200,2002-09-05T13:38:59
30.809999,-1.940000,-1.647300,3708,3,200.82001,79.52800,2002-09-06T00:31:59
31.752001,-1.730000,-1.694500,3708,5,200.82001,79.52800,2002-09-06T00:31:59
31.981001,-1.590000,-1.663500,3708,6,200.82001,79.52800,2002-09-06T00:31:59
32.411999,-1.460000,-1.586100,3708,7,200.82001,79.52800,2002-09-06T00:31:59
32.834000,-1.240000,-1.473200,3708,8,200.82001,79.52800,2002-09-06T00:31:59
33.445999,-1.070000,-1.438900,3708,9,200.82001,79.52800,2002-09-06T00:31:59
33.790001,-0.680000,-1.466100,3708,10,200.82001,79.52800,2002-09-06T00:31:59
34.027000,-0.470000,-1.463200,3708,11,200.82001,79.52800,2002-09-06T00:31:59
34.230000,-0.280000,-1.179900,3708,12,200.82001,79.52800,2002-09-06T00:31:59
34.346001,-0.050000,-0.803300,3708,13,200.82001,79.52800,2002-09-06T00:31:59
34.540001,0.100000,-0.023000,3708,14,200.82001,79.52800,2002-09-06T00:31:59
34.745998,0.230000,0.702600,3708,15,200.82001,79.52800,2002-09-06T00:31:59
34.797001,0.240000,0.916600,3708,16,200.82001,79.52800,2002-09-06T00:31:59
34.848999,0.300000,1.103300,3708,17,200.82001,79.52800,2002-09-06T00:31:59
34.841999,0.530000,0.969200,3708,18,200.82001,79.52800,2002-09-06T00:31:59
34.860001,0.290000,0.868500,3708,19,200.82001,79.52800,2002-09-06T00:31:59
34.853001,0.330000,0.569800,3708,20,200.82001,79.52800,2002-09-06T00:31:59
34.863998,0.230000,0.430100,3708,21,200.82001,79.52800,2002-09-06T00:31:59
34.868999,0.320000,0.258300,3708,22,200.82001,79.52800,2002-09-06T00:31:59
34.870998,0.280000,0.086300,3708,23,200.82001,79.52800,2002-09-06T00:31:59
34.904999,0.320000,-0.245700,3708,25,200.82001,79.52800,2002-09-06T00:31:59
34.943001,0.230000,-0.404800,3708,28,200.82001,79.52800,2002-09-06T00:31:59
34.955002,0.340000,-0.386700,3708,30,200.82001,79.52800,2002-09-06T00:31:59
34.958000,0.400000,-0.281400,3708,36,200.82001,79.52800,2002-09-06T00:31:59
30.695999,-2.040000,-1.640300,3711,2,201.75999,79.25100,2002-09-06T14:59:00
31.402000,-1.910000,-1.581400,3711,3,201.75999,79.25100,2002-09-06T14:59:00
31.799000,-1.620000,-1.680400,3711,4,201.75999,79.25100,2002-09-06T14:59:00
32.535000,-1.400000,-1.543900,3711,5,201.75999,79.25100,2002-09-06T14:59:00
33.272999,-1.040000,-1.453000,3711,7,201.75999,79.25100,2002-09-06T14:59:00
34.308998,-0.140000,-0.930900,3711,11,201.75999,79.25100,2002-09-06T14:59:00
34.853001,0.320000,1.145900,3711,15,201.75999,79.25100,2002-09-06T14:59:00
34.866001,0.250000,0.207200,3711,19,201.75999,79.25100,2002-09-06T14:59:00
30.594999,-2.050000,-1.622700,3712,2,202.14000,79.20400,2002-09-06T18:59:00
31.416000,-1.900000,-1.557900,3712,3,202.14000,79.20400,2002-09-06T18:59:00
31.788000,-1.700000,-1.676700,3712,4,202.14000,79.20400,2002-09-06T18:59:00
32.262001,-1.390000,-1.610600,3712,5,202.14000,79.20400,2002-09-06T18:59:00
33.122002,-1.240000,-1.479700,3712,7,202.14000,79.20400,2002-09-06T18:59:00
33.521999,-1.010000,-1.428300,3712,8,202.14000,79.20400,2002-09-06T18:59:00
34.188000,-0.290000,-1.293300,3712,11,202.14000,79.20400,2002-09-06T18:59:00
34.848999,0.280000,1.114300,3712,15,202.14000,79.20400,2002-09-06T18:59:00
34.865002,0.230000,0.188800,3712,20,202.14000,79.20400,2002-09-06T18:59:00
30.357000,-2.220000,-1.606800,3715,2,202.96001,78.88200,2002-09-07T11:20:59
30.646000,-2.030000,-1.635200,3715,3,202.96001,78.88200,2002-09-07T11:20:59
31.677000,-1.800000,-1.687600,3715,4,202.96001,78.88200,2002-09-07T11:20:59
32.132999,-1.520000,-1.613100,3715,5,202.96001,78.88200,2002-09-07T11:20:59
32.544998,-1.350000,-1.550100,3715,6,202.96001,78.88200,2002-09-07T11:20:59
33.202000,-1.230000,-1.460900,3715,8,202.96001,78.88200,2002-09-07T11:20:59
33.806000,-0.730000,-1.445100,3715,10,202.96001,78.88200,2002-09-07T11:20:59
34.273998,-0.120000,-0.992400,3715,13,202.96001,78.88200,2002-09-07T11:20:59
34.837002,0.230000,1.071400,3715,17,202.96001,78.88200,2002-09-07T11:20:59
34.865002,0.240000,0.310400,3715,22,202.96001,78.88200,2002-09-07T11:20:59
30.604000,-2.000000,-1.643300,3717,2,204.00000,78.56900,2002-09-08T00:34:59
32.250999,-1.390000,-1.572100,3717,5,204.00000,78.56900,2002-09-08T00:34:59
32.548000,-1.440000,-1.505700,3717,6,204.00000,78.56900,2002-09-08T00:34:59
32.896999,-1.370000,-1.454300,3717,7,204.00000,78.56900,2002-09-08T00:34:59
33.316002,-1.160000,-1.455800,3717,8,204.00000,78.56900,2002-09-08T00:34:59
33.727001,-0.820000,-1.365100,3717,9,204.00000,78.56900,2002-09-08T00:34:59
34.236000,-0.270000,-1.129600,3717,10,204.00000,78.56900,2002-09-08T00:34:59
34.300999,-0.210000,-0.941100,3717,11,204.00000,78.56900,2002-09-08T00:34:59
34.846001,0.300000,1.144200,3717,16,204.00000,78.56900,2002-09-08T00:34:59
34.861000,0.350000,0.399000,3717,20,204.00000,78.56900,2002-09-08T00:34:59
30.489000,-2.040000,-1.626900,3718,2,204.19000,78.49800,2002-09-08T09:17:59
31.076000,-2.050000,-1.572100,3718,3,204.19000,78.49800,2002-09-08T09:17:59
31.655001,-1.850000,-1.653500,3718,4,204.19000,78.49800,2002-09-08T09:17:59
32.162998,-1.440000,-1.575400,3718,5,204.19000,78.49800,2002-09-08T09:17:59
32.625999,-1.470000,-1.478700,3718,6,204.19000,78.49800,2002-09-08T09:17:59
33.109001,-1.210000,-1.458300,3718,8,204.19000,78.49800,2002-09-08T09:17:59
33.773998,-0.880000,-1.280000,3718,11,204.19000,78.49800,2002-09-08T09:17:59
34.846001,0.270000,1.133900,3718,18,204.19000,78.49800,2002-09-08T09:17:59
34.862999,0.160000,0.250600,3718,22,204.19000,78.49800,2002-09-08T09:17:59
30.440001,-1.990000,-1.633000,3719,2,204.28999,78.45700,2002-09-08T13:38:00
31.539000,-1.790000,-1.625300,3719,3,204.28999,78.45700,2002-09-08T13:38:00
32.348999,-1.510000,-1.514800,3719,4,204.28999,78.45700,2002-09-08T13:38:00
32.699001,-1.350000,-1.470500,3719,5,204.28999,78.45700,2002-09-08T13:38:00
33.104000,-1.250000,-1.460100,3719,7,204.28999,78.45700,2002-09-08T13:38:00
33.317001,-1.310000,-1.467900,3719,8,204.28999,78.45700,2002-09-08T13:38:00
34.153000,-0.380000,-1.108200,3719,11,204.28999,78.45700,2002-09-08T13:38:00
34.848999,0.150000,1.158100,3719,15,204.28999,78.45700,2002-09-08T13:38:00
34.862000,0.230000,0.273000,3719,18,204.28999,78.45700,2002-09-08T13:38:00
30.433001,-2.010000,-1.636400,3720,2,204.37000,78.41700,2002-09-08T17:18:59
30.979000,-2.070000,-1.568700,3720,3,204.37000,78.41700,2002-09-08T17:18:59
31.813000,-1.750000,-1.612900,3720,4,204.37000,78.41700,2002-09-08T17:18:59
32.355000,-1.450000,-1.539800,3720,5,204.37000,78.41700,2002-09-08T17:18:59
32.595001,-1.290000,-1.482800,3720,6,204.37000,78.41700,2002-09-08T17:18:59
32.789001,-1.480000,-1.461400,3720,7,204.37000,78.41700,2002-09-08T17:18:59
33.084000,-1.240000,-1.471400,3720,9,204.37000,78.41700,2002-09-08T17:18:59
34.229000,-0.280000,-1.170200,3720,13,204.37000,78.41700,2002-09-08T17:18:59
34.846001,0.250000,1.152800,3720,18,204.37000,78.41700,2002-09-08T17:18:59
34.861000,0.280000,0.382000,3720,21,204.37000,78.41700,2002-09-08T17:18:59
30.597000,-2.030000,-1.618800,3722,1,205.22000,78.32800,2002-09-09T02:01:59
31.764000,-1.800000,-1.645300,3722,3,205.22000,78.32800,2002-09-09T02:01:59
32.147999,-1.630000,-1.614200,3722,4,205.22000,78.32800,2002-09-09T02:01:59
32.901001,-1.280000,-1.459000,3722,6,205.22000,78.32800,2002-09-09T02:01:59
33.143002,-1.230000,-1.458000,3722,7,205.22000,78.32800,2002-09-09T02:01:59
33.540001,-0.960000,-1.418300,3722,8,205.22000,78.32800,2002-09-09T02:01:59
33.952000,-0.560000,-1.184300,3722,9,205.22000,78.32800,2002-09-09T02:01:59
34.193001,-0.310000,-0.978000,3722,10,205.22000,78.32800,2002-09-09T02:01:59
34.845001,0.150000,1.095800,3722,16,205.22000,78.32800,2002-09-09T02:01:59
34.860001,0.250000,0.529600,3722,19,205.22000,78.32800,2002-09-09T02:01:59
30.200001,-2.190000,-1.549700,3723,1,205.87000,78.16000,2002-09-09T05:31:59
31.261000,-1.810000,-1.208400,3723,2,205.87000,78.16000,2002-09-09T05:31:59
32.668999,-1.510000,-1.268200,3723,5,205.87000,78.16000,2002-09-09T05:31:59
32.844002,-1.480000,-1.482700,3723,6,205.87000,78.16000,2002-09-09T05:31:59
32.980000,-1.600000,-1.554800,3723,7,205.87000,78.16000,2002-09-09T05:31:59
33.168999,-1.560000,-1.563200,3723,8,205.87000,78.16000,2002-09-09T05:31:59
33.323002,-1.320000,-1.544000,3723,9,205.87000,78.16000,2002-09-09T05:31:59
33.842999,-0.740000,-1.258700,3723,10,205.87000,78.16000,2002-09-09T05:31:59
34.848000,0.130000,1.134900,3723,22,205.87000,78.16000,2002-09-09T05:31:59
34.862999,0.250000,0.370700,3723,26,205.87000,78.16000,2002-09-09T05:31:59
28.902000,-2.600000,-1.513200,3725,1,206.38000,78.05500,2002-09-09T12:53:00
31.128000,-2.100000,-1.142500,3725,2,206.38000,78.05500,2002-09-09T12:53:00
32.185001,-1.620000,-1.278300,3725,3,206.38000,78.05500,2002-09-09T12:53:00
32.441002,-1.540000,-1.294600,3725,4,206.38000,78.05500,2002-09-09T12:53:00
32.608002,-1.540000,-1.156300,3725,5,206.38000,78.05500,2002-09-09T12:53:00
32.738998,-1.260000,-1.130000,3725,6,206.38000,78.05500,2002-09-09T12:53:00
32.806999,-1.300000,-1.464800,3725,7,206.38000,78.05500,2002-09-09T12:53:00
32.938999,-1.520000,-1.554100,3725,8,206.38000,78.05500,2002-09-09T12:53:00
33.083000,-1.370000,-1.546500,3725,9,206.38000,78.05500,2002-09-09T12:53:00
33.306999,-1.300000,-1.531300,3725,10,206.38000,78.05500,2002-09-09T12:53:00
33.736000,-0.900000,-1.286700,3725,11,206.38000,78.05500,2002-09-09T12:53:00
34.208000,-0.180000,-1.109900,3725,12,206.38000,78.05500,2002-09-09T12:53:00
34.417000,-0.070000,-0.459200,3725,15,206.38000,78.05500,2002-09-09T12:53:00
34.616001,0.160000,0.312400,3725,16,206.38000,78.05500,2002-09-09T12:53:00
34.762001,0.260000,0.848700,3725,17,206.38000,78.05500,2002-09-09T12:53:00
34.817001,0.330000,1.051800,3725,18,206.38000,78.05500,2002-09-09T12:53:00
34.844002,0.230000,1.109600,3725,19,206.38000,78.05500,2002-09-09T12:53:00
34.847000,0.000000,1.109900,3725,20,206.38000,78.05500,2002-09-09T12:53:00
34.845001,0.000000,1.110100,3725,21,206.38000,78.05500,2002-09-09T12:53:00
34.860001,0.370000,0.926600,3725,22,206.38000,78.05500,2002-09-09T12:53:00
34.856998,0.210000,0.588400,3725,23,206.38000,78.05500,2002-09-09T12:53:00
34.863998,0.230000,0.390400,3725,24,206.38000,78.05500,2002-09-09T12:53:00
34.865002,0.340000,0.215600,3725,27,206.38000,78.05500,2002-09-09T12:53:00
34.881001,0.190000,-0.070400,3725,28,206.38000,78.05500,2002-09-09T12:53:00
34.896999,0.410000,-0.227300,3725,29,206.38000,78.05500,2002-09-09T12:53:00
34.912998,0.220000,-0.324400,3725,30,206.38000,78.05500,2002-09-09T12:53:00
34.926998,0.200000,-0.392300,3725,31,206.38000,78.05500,2002-09-09T12:53:00
34.932999,0.210000,-0.405100,3725,32,206.38000,78.05500,2002-09-09T12:53:00
29.238001,-2.670000,-1.483400,3726,1,206.99001,77.79600,2002-09-09T18:59:00
30.177000,-2.340000,-1.367500,3726,2,206.99001,77.79600,2002-09-09T18:59:00
31.971001,-1.890000,-0.958700,3726,3,206.99001,77.79600,2002-09-09T18:59:00
32.469002,-1.700000,-1.347700,3726,4,206.99001,77.79600,2002-09-09T18:59:00
32.731998,-1.360000,-1.383200,3726,5,206.99001,77.79600,2002-09-09T18:59:00
33.050999,-1.460000,-1.560300,3726,7,206.99001,77.79600,2002-09-09T18:59:00
33.738998,-0.920000,-1.312600,3726,9,206.99001,77.79600,2002-09-09T18:59:00
34.215000,-0.120000,-1.183100,3726,11,206.99001,77.79600,2002-09-09T18:59:00
34.847000,0.230000,1.150900,3726,16,206.99001,77.79600,2002-09-09T18:59:00
34.867001,0.270000,0.213700,3726,20,206.99001,77.79600,2002-09-09T18:59:00
29.032000,-2.770000,-1.534500,3727,1,207.37000,77.71000,2002-09-09T22:54:00
31.232000,-2.060000,-1.138000,3727,2,207.37000,77.71000,2002-09-09T22:54:00
32.126999,-1.550000,-1.392700,3727,4,207.37000,77.71000,2002-09-09T22:54:00
32.724998,-1.450000,-1.403100,3727,6,207.37000,77.71000,2002-09-09T22:54:00
33.103001,-1.460000,-1.549600,3727,7,207.37000,77.71000,2002-09-09T22:54:00
33.345001,-1.330000,-1.504900,3727,8,207.37000,77.71000,2002-09-09T22:54:00
33.902000,-0.790000,-1.202300,3727,9,207.37000,77.71000,2002-09-09T22:54:00
34.323002,-0.070000,-0.854200,3727,10,207.37000,77.71000,2002-09-09T22:54:00
34.846001,0.180000,1.145900,3727,14,207.37000,77.71000,2002-09-09T22:54:00
34.862000,0.290000,0.272800,3727,18,207.37000,77.71000,2002-09-09T22:54:00
28.988001,-2.710000,-1.544300,3728,1,207.64999,77.67500,2002-09-10T03:56:00
30.691000,-2.560000,-1.318000,3728,2,207.64999,77.67500,2002-09-10T03:56:00
32.011002,-1.580000,-1.375500,3728,3,207.64999,77.67500,2002-09-10T03:56:00
32.339001,-1.570000,-1.406800,3728,4,207.64999,77.67500,2002-09-10T03:56:00
32.632999,-1.440000,-1.455100,3728,5,207.64999,77.67500,2002-09-10T03:56:00
32.883999,-1.440000,-1.477400,3728,6,207.64999,77.67500,2002-09-10T03:56:00
33.169998,-1.270000,-1.514800,3728,7,207.64999,77.67500,2002-09-10T03:56:00
33.556000,-1.060000,-1.409900,3728,8,207.64999,77.67500,2002-09-10T03:56:00
34.098000,-0.470000,-1.323400,3728,9,207.64999,77.67500,2002-09-10T03:56:00
34.348999,-0.180000,-0.721100,3728,10,207.64999,77.67500,2002-09-10T03:56:00
34.583000,-0.020000,0.187700,3728,11,207.64999,77.67500,2002-09-10T03:56:00
34.749001,0.190000,0.754200,3728,12,207.64999,77.67500,2002-09-10T03:56:00
34.804001,0.410000,0.975700,3728,13,207.64999,77.67500,2002-09-10T03:56:00
34.840000,0.280000,1.134500,3728,14,207.64999,77.67500,2002-09-10T03:56:00
34.849998,0.390000,0.879700,3728,15,207.64999,77.67500,2002-09-10T03:56:00
34.861000,0.160000,0.950600,3728,16,207.64999,77.67500,2002-09-10T03:56:00
34.861000,0.240000,0.540700,3728,17,207.64999,77.67500,2002-09-10T03:56:00
34.863998,0.270000,0.264100,3728,18,207.64999,77.67500,2002-09-10T03:56:00
34.868000,0.230000,0.129400,3728,19,207.64999,77.67500,2002-09-10T03:56:00
34.877998,0.320000,-0.004900,3728,20,207.64999,77.67500,2002-09-10T03:56:00
34.889000,0.290000,-0.125800,3728,21,207.64999,77.67500,2002-09-10T03:56:00
34.901001,0.200000,-0.243200,3728,22,207.64999,77.67500,2002-09-10T03:56:00
34.917000,0.300000,-0.319100,3728,23,207.64999,77.67500,2002-09-10T03:56:00
34.930000,0.240000,-0.380400,3728,24,207.64999,77.67500,2002-09-10T03:56:00
34.944000,0.270000,-0.407600,3728,25,207.64999,77.67500,2002-09-10T03:56:00
34.952000,0.330000,-0.395100,3728,26,207.64999,77.67500,2002-09-10T03:56:00
34.955002,0.340000,-0.379200,3728,27,207.64999,77.67500,2002-09-10T03:56:00
34.957001,0.340000,-0.347200,3728,28,207.64999,77.67500,2002-09-10T03:56:00
34.957001,0.400000,-0.321000,3728,29,207.64999,77.67500,2002-09-10T03:56:00
34.957001,0.410000,-0.293100,3728,30,207.64999,77.67500,2002-09-10T03:56:00
34.958000,0.300000,-0.263500,3728,31,207.64999,77.67500,2002-09-10T03:56:00
34.958000,0.370000,-0.251200,3728,32,207.64999,77.67500,2002-09-10T03:56:00
28.669001,-2.790000,-1.506000,3729,1,205.39000,77.39200,2002-09-10T23:21:59
32.068001,-1.830000,-1.207000,3729,3,205.39000,77.39200,2002-09-10T23:21:59
32.494999,-1.740000,-1.317200,3729,4,205.39000,77.39200,2002-09-10T23:21:59
32.812000,-1.500000,-1.478900,3729,5,205.39000,77.39200,2002-09-10T23:21:59
32.999001,-1.540000,-1.558200,3729,6,205.39000,77.39200,2002-09-10T23:21:59
33.146999,-1.360000,-1.543400,3729,7,205.39000,77.39200,2002-09-10T23:21:59
33.492001,-1.020000,-1.418700,3729,8,205.39000,77.39200,2002-09-10T23:21:59
33.958000,-0.710000,-1.256400,3729,9,205.39000,77.39200,2002-09-10T23:21:59
34.250999,-0.240000,-0.949700,3729,10,205.39000,77.39200,2002-09-10T23:21:59
34.846001,0.170000,1.034200,3729,15,205.39000,77.39200,2002-09-10T23:21:59
28.917000,-2.750000,-1.481500,3731,1,204.05000,77.25400,2002-09-11T07:35:59
30.860001,-2.280000,-0.524900,3731,2,204.05000,77.25400,2002-09-11T07:35:59
32.249001,-1.790000,-1.180700,3731,4,204.05000,77.25400,2002-09-11T07:35:59
32.639999,-1.530000,-0.947300,3731,5,204.05000,77.25400,2002-09-11T07:35:59
32.782001,-1.520000,-1.264800,3731,6,204.05000,77.25400,2002-09-11T07:35:59
33.027000,-1.480000,-1.567600,3731,7,204.05000,77.25400,2002-09-11T07:35:59
33.481998,-1.280000,-1.430500,3731,8,204.05000,77.25400,2002-09-11T07:35:59
34.007999,-0.710000,-1.064700,3731,9,204.05000,77.25400,2002-09-11T07:35:59
34.831001,0.100000,1.024800,3731,12,204.05000,77.25400,2002-09-11T07:35:59
34.847000,0.210000,0.870600,3731,14,204.05000,77.25400,2002-09-11T07:35:59
28.655001,-2.790000,-1.506500,3733,1,202.60001,77.09600,2002-09-11T14:35:59
31.601999,-2.010000,-0.837000,3733,3,202.60001,77.09600,2002-09-11T14:35:59
32.222000,-1.750000,-1.200200,3733,4,202.60001,77.09600,2002-09-11T14:35:59
32.543999,-1.680000,-1.145300,3733,5,202.60001,77.09600,2002-09-11T14:35:59
32.680000,-1.530000,-1.061100,3733,6,202.60001,77.09600,2002-09-11T14:35:59
32.782001,-1.450000,-1.323600,3733,7,202.60001,77.09600,2002-09-11T14:35:59
33.169998,-1.440000,-1.554600,3733,9,202.60001,77.09600,2002-09-11T14:35:59
33.896999,-0.850000,-1.199900,3733,11,202.60001,77.09600,2002-09-11T14:35:59
34.832001,0.180000,0.947700,3733,16,202.60001,77.09600,2002-09-11T14:35:59
34.869999,0.130000,0.097600,3733,20,202.60001,77.09600,2002-09-11T14:35:59
28.232000,-3.010000,-1.487400,3735,1,201.39000,76.95400,2002-09-11T21:08:00
31.302000,-2.170000,-0.561400,3735,2,201.39000,76.95400,2002-09-11T21:08:00
32.390999,-1.870000,-1.151300,3735,4,201.39000,76.95400,2002-09-11T21:08:00
32.679001,-1.540000,-1.105200,3735,5,201.39000,76.95400,2002-09-11T21:08:00
32.792999,-1.540000,-1.406800,3735,6,201.39000,76.95400,2002-09-11T21:08:00
33.027000,-1.660000,-1.571400,3735,7,201.39000,76.95400,2002-09-11T21:08:00
33.284000,-1.430000,-1.561100,3735,8,201.39000,76.95400,2002-09-11T21:08:00
34.195999,-0.440000,-0.958900,3735,10,201.39000,76.95400,2002-09-11T21:08:00
34.827999,0.170000,0.991500,3735,14,201.39000,76.95400,2002-09-11T21:08:00
34.853001,0.200000,0.513000,3735,17,201.39000,76.95400,2002-09-11T21:08:00
29.011000,-2.690000,-1.526200,3737,1,199.92999,76.97300,2002-09-12T06:25:00
31.201000,-2.180000,-0.364500,3737,2,199.92999,76.97300,2002-09-12T06:25:00
32.292999,-1.710000,-1.259000,3737,4,199.92999,76.97300,2002-09-12T06:25:00
32.604000,-1.520000,-1.002500,3737,5,199.92999,76.97300,2002-09-12T06:25:00
32.773998,-1.340000,-1.252700,3737,6,199.92999,76.97300,2002-09-12T06:25:00
33.073002,-1.420000,-1.571600,3737,7,199.92999,76.97300,2002-09-12T06:25:00
33.513000,-1.320000,-1.451400,3737,8,199.92999,76.97300,2002-09-12T06:25:00
34.160000,-0.430000,-0.976900,3737,9,199.92999,76.97300,2002-09-12T06:25:00
34.837002,0.130000,0.970500,3737,13,199.92999,76.97300,2002-09-12T06:25:00
34.832001,0.210000,0.788200,3737,14,199.92999,76.97300,2002-09-12T06:25:00
34.928001,0.230000,-0.354800,3737,24,199.92999,76.97300,2002-09-12T06:25:00
29.511999,-2.550000,-1.558500,3738,1,199.39000,77.08000,2002-09-12T11:06:59
29.916000,-2.480000,-1.452300,3738,2,199.39000,77.08000,2002-09-12T11:06:59
31.549000,-1.840000,-1.270300,3738,4,199.39000,77.08000,2002-09-12T11:06:59
32.367001,-1.600000,-1.131100,3738,5,199.39000,77.08000,2002-09-12T11:06:59
32.580002,-1.490000,-1.065900,3738,6,199.39000,77.08000,2002-09-12T11:06:59
32.776001,-1.390000,-1.324400,3738,7,199.39000,77.08000,2002-09-12T11:06:59
32.971001,-1.520000,-1.535300,3738,8,199.39000,77.08000,2002-09-12T11:06:59
34.118999,-0.540000,-1.003600,3738,11,199.39000,77.08000,2002-09-12T11:06:59
34.819000,0.260000,0.984400,3738,14,199.39000,77.08000,2002-09-12T11:06:59
34.862999,0.140000,0.303800,3738,18,199.39000,77.08000,2002-09-12T11:06:59
29.611000,-2.440000,-1.577600,3740,1,198.16000,77.22700,2002-09-12T18:17:59
30.993999,-2.270000,-1.151500,3740,2,198.16000,77.22700,2002-09-12T18:17:59
32.037998,-1.710000,-0.929400,3740,3,198.16000,77.22700,2002-09-12T18:17:59
32.314999,-1.700000,-1.243200,3740,4,198.16000,77.22700,2002-09-12T18:17:59
32.567001,-1.540000,-1.254100,3740,5,198.16000,77.22700,2002-09-12T18:17:59
32.806999,-1.540000,-1.387100,3740,7,198.16000,77.22700,2002-09-12T18:17:59
33.289001,-1.490000,-1.528000,3740,9,198.16000,77.22700,2002-09-12T18:17:59
34.194000,-0.290000,-0.923500,3740,11,198.16000,77.22700,2002-09-12T18:17:59
34.839001,0.250000,1.032100,3740,16,198.16000,77.22700,2002-09-12T18:17:59
34.863998,0.240000,0.244200,3740,20,198.16000,77.22700,2002-09-12T18:17:59
29.549000,-2.460000,-1.568700,3741,1,197.84000,77.23200,2002-09-12T22:38:00
31.834999,-1.860000,-0.792900,3741,3,197.84000,77.23200,2002-09-12T22:38:00
32.216999,-1.610000,-1.309200,3741,4,197.84000,77.23200,2002-09-12T22:38:00
32.553001,-1.680000,-1.235000,3741,5,197.84000,77.23200,2002-09-12T22:38:00
32.791000,-1.520000,-1.349400,3741,6,197.84000,77.23200,2002-09-12T22:38:00
33.063000,-1.400000,-1.542200,3741,7,197.84000,77.23200,2002-09-12T22:38:00
33.243000,-1.530000,-1.533200,3741,8,197.84000,77.23200,2002-09-12T22:38:00
33.708000,-0.970000,-1.300600,3741,9,197.84000,77.23200,2002-09-12T22:38:00
34.208000,-0.420000,-0.838800,3741,10,197.84000,77.23200,2002-09-12T22:38:00
34.848999,0.280000,1.105000,3741,15,197.84000,77.23200,2002-09-12T22:38:00
29.162001,-2.510000,-1.526100,3743,1,196.94000,77.28300,2002-09-13T05:35:59
31.962999,-1.670000,-1.337900,3743,3,196.94000,77.28300,2002-09-13T05:35:59
32.240002,-1.560000,-1.399800,3743,4,196.94000,77.28300,2002-09-13T05:35:59
32.596001,-1.260000,-1.410000,3743,5,196.94000,77.28300,2002-09-13T05:35:59
32.845001,-0.960000,-1.467300,3743,6,196.94000,77.28300,2002-09-13T05:35:59
33.133999,-1.570000,-1.554900,3743,7,196.94000,77.28300,2002-09-13T05:35:59
33.396000,-1.300000,-1.514900,3743,8,196.94000,77.28300,2002-09-13T05:35:59
34.112000,-0.410000,-0.938400,3743,9,196.94000,77.28300,2002-09-13T05:35:59
34.840000,0.270000,1.046300,3743,14,196.94000,77.28300,2002-09-13T05:35:59
34.866001,0.190000,0.164600,3743,20,196.94000,77.28300,2002-09-13T05:35:59
