//<Encoding>UTF-8</Encoding>
//<Version>ODV Data Blob v1 - Data Window</Version>
//<Creator>rschlitz@awi-009603</Creator>
//<CreateTime>2025-11-13T13:38:38</CreateTime>
//<Software>Web Ocean Data View 5.8.3 - web_server: 45 - 64 bit (Linux)</Software>
//<Source>GLODAPv2.2023.odv</Source>
//<SourceLastModified>2024-04-22T21:05:16</SourceLastModified>
//<View>FullScreenMap</View>
//<WindowId>1</WindowId>
//<DataField>Ocean</DataField>
//<DataType>Profiles</DataType>
//<Description>Hydrographic and carbon data for the global ocean (GLODAP version v2.2023)</Description>
//
//<DataVariable>label="SALNTY [PSS-78]" value_type="FLOAT" qf_schema="WOCEBOTTLE" significant_digits="3" is_primary_variable="F" comment="" key_variable="Practical Salinity [psu]"</DataVariable>
//<DataVariable>label="O18/O16 [/MILLE]" value_type="FLOAT" qf_schema="WOCEBOTTLE" significant_digits="3" is_primary_variable="F" comment="" key_variable=""</DataVariable>
//<DataVariable>label="TEMPERATURE [DEG C]" value_type="FLOAT" qf_schema="ODV" significant_digits="3" is_primary_variable="F" comment="" key_variable="Temperature [degC]"</DataVariable>
//
SALNTY [PSS-78],O18/O16 [/MILLE],TEMPERATURE [DEG C],Station,Sample ID:INTEGER,Longitude [degrees East],Latitude [degrees North],yyyy-mm-ddThh:mm:ss.sss
34.098999,0.250000,-1.657600,33,1,31.40300,81.27200,1987-07-07T17:29:59
34.102001,0.110000,-1.663600,33,2,31.40300,81.27200,1987-07-07T17:29:59
34.151001,0.240000,-1.642600,33,3,31.40300,81.27200,1987-07-07T17:29:59
34.453999,0.140000,-1.134700,33,4,31.40300,81.27200,1987-07-07T17:29:59
34.675999,0.270000,-0.451900,33,6,31.40300,81.27200,1987-07-07T17:29:59
34.734001,0.240000,-0.124000,33,8,31.40300,81.27200,1987-07-07T17:29:59
34.743999,0.190000,-0.174000,33,9,31.40300,81.27200,1987-07-07T17:29:59
34.751999,0.270000,-0.191000,33,10,31.40300,81.27200,1987-07-07T17:29:59
34.757999,0.140000,-0.197000,33,12,31.40300,81.27200,1987-07-07T17:29:59
34.764000,0.240000,-0.175000,33,15,31.40300,81.27200,1987-07-07T17:29:59
34.768002,0.220000,-0.137000,33,23,31.40300,81.27200,1987-07-07T17:29:59
34.193001,0.220000,-1.697600,39,2,31.50200,81.64500,1987-07-09T21:25:00
34.557999,0.250000,-0.624800,39,3,31.50200,81.64500,1987-07-09T21:25:00
34.786999,0.210000,0.872800,39,6,31.50200,81.64500,1987-07-09T21:25:00
34.903999,0.270000,1.465600,39,8,31.50200,81.64500,1987-07-09T21:25:00
34.951000,0.250000,1.542600,39,10,31.50200,81.64500,1987-07-09T21:25:00
34.962002,0.290000,1.452700,39,11,31.50200,81.64500,1987-07-09T21:25:00
34.967999,0.350000,1.304700,39,12,31.50200,81.64500,1987-07-09T21:25:00
34.944000,0.290000,0.714800,39,14,31.50200,81.64500,1987-07-09T21:25:00
34.917999,0.260000,-0.447900,39,18,31.50200,81.64500,1987-07-09T21:25:00
34.916000,0.290000,-0.740800,39,23,31.50200,81.64500,1987-07-09T21:25:00
34.069000,0.270000,-1.749600,40,1,30.99800,81.68300,1987-07-10T19:13:59
34.168999,0.240000,-1.704600,40,2,30.99800,81.68300,1987-07-10T19:13:59
34.250999,0.220000,-1.575600,40,3,30.99800,81.68300,1987-07-10T19:13:59
34.464001,0.280000,-1.215700,40,4,30.99800,81.68300,1987-07-10T19:13:59
34.585999,0.250000,-0.808800,40,5,30.99800,81.68300,1987-07-10T19:13:59
34.681000,0.260000,-0.005000,40,6,30.99800,81.68300,1987-07-10T19:13:59
34.750000,0.240000,0.517900,40,8,30.99800,81.68300,1987-07-10T19:13:59
34.863998,0.270000,1.191700,40,10,30.99800,81.68300,1987-07-10T19:13:59
34.911999,0.290000,1.499600,40,12,30.99800,81.68300,1987-07-10T19:13:59
34.928001,0.330000,1.360700,40,14,30.99800,81.68300,1987-07-10T19:13:59
34.958000,0.290000,1.535600,40,16,30.99800,81.68300,1987-07-10T19:13:59
34.969002,0.300000,1.308700,40,20,30.99800,81.68300,1987-07-10T19:13:59
34.921001,0.250000,-0.783800,40,38,30.99800,81.68300,1987-07-10T19:13:59
34.925999,0.280000,-0.796800,40,42,30.99800,81.68300,1987-07-10T19:13:59
34.928001,0.260000,-0.792800,40,46,30.99800,81.68300,1987-07-10T19:13:59
34.193001,0.210000,-1.821600,42,1,32.03700,82.09000,1987-07-13T19:50:59
34.216000,0.220000,-1.824600,42,2,32.03700,82.09000,1987-07-13T19:50:59
34.325001,0.190000,-1.826600,42,3,32.03700,82.09000,1987-07-13T19:50:59
34.379002,0.240000,-1.791600,42,4,32.03700,82.09000,1987-07-13T19:50:59
34.398998,0.250000,-1.806600,42,5,32.03700,82.09000,1987-07-13T19:50:59
34.436001,0.240000,-1.779600,42,6,32.03700,82.09000,1987-07-13T19:50:59
34.535999,0.260000,-0.759800,42,7,32.03700,82.09000,1987-07-13T19:50:59
34.615002,0.300000,-0.179000,42,8,32.03700,82.09000,1987-07-13T19:50:59
34.710999,0.290000,0.432900,42,9,32.03700,82.09000,1987-07-13T19:50:59
34.855000,0.280000,1.448700,42,11,32.03700,82.09000,1987-07-13T19:50:59
34.907001,0.220000,1.559600,42,14,32.03700,82.09000,1987-07-13T19:50:59
34.942001,0.310000,1.678600,42,15,32.03700,82.09000,1987-07-13T19:50:59
34.952999,0.280000,1.594600,42,16,32.03700,82.09000,1987-07-13T19:50:59
34.077999,0.120000,-1.828600,43,1,31.98200,82.98800,1987-07-17T10:04:59
34.112999,0.100000,-1.828600,43,2,31.98200,82.98800,1987-07-17T10:04:59
34.174000,0.120000,-1.830600,43,3,31.98200,82.98800,1987-07-17T10:04:59
34.341000,0.090000,-1.551600,43,7,31.98200,82.98800,1987-07-17T10:04:59
34.575001,0.130000,-0.139000,43,10,31.98200,82.98800,1987-07-17T10:04:59
34.505001,0.170000,-0.794800,43,11,31.98200,82.98800,1987-07-17T10:04:59
34.748001,0.230000,1.115700,43,13,31.98200,82.98800,1987-07-17T10:04:59
34.813000,0.240000,1.454700,43,15,31.98200,82.98800,1987-07-17T10:04:59
34.825001,0.220000,1.481600,43,16,31.98200,82.98800,1987-07-17T10:04:59
34.869999,0.250000,1.705600,43,18,31.98200,82.98800,1987-07-17T10:04:59
34.907001,0.250000,1.468600,43,22,31.98200,82.98800,1987-07-17T10:04:59
34.941002,0.280000,1.678600,43,26,31.98200,82.98800,1987-07-17T10:04:59
34.047001,-0.340000,-1.790600,44,1,30.50200,84.02500,1987-07-21T16:35:00
34.191002,-0.220000,-1.839600,44,3,30.50200,84.02500,1987-07-21T16:35:00
34.216999,-0.270000,-1.858600,44,4,30.50200,84.02500,1987-07-21T16:35:00
34.222000,-0.300000,-1.856600,44,5,30.50200,84.02500,1987-07-21T16:35:00
34.311001,-0.030000,-1.481600,44,6,30.50200,84.02500,1987-07-21T16:35:00
34.369999,0.030000,-1.237700,44,7,30.50200,84.02500,1987-07-21T16:35:00
34.465000,0.050000,-0.714800,44,8,30.50200,84.02500,1987-07-21T16:35:00
34.571999,0.080000,0.155000,44,9,30.50200,84.02500,1987-07-21T16:35:00
34.693001,0.200000,0.829800,44,10,30.50200,84.02500,1987-07-21T16:35:00
34.780998,0.220000,1.367700,44,11,30.50200,84.02500,1987-07-21T16:35:00
34.835999,0.180000,1.625600,44,12,30.50200,84.02500,1987-07-21T16:35:00
34.900002,0.220000,1.903500,44,13,30.50200,84.02500,1987-07-21T16:35:00
34.909000,0.230000,1.720600,44,15,30.50200,84.02500,1987-07-21T16:35:00
34.937000,0.200000,1.739600,44,16,30.50200,84.02500,1987-07-21T16:35:00
34.918999,0.220000,1.397700,44,17,30.50200,84.02500,1987-07-21T16:35:00
34.916000,0.230000,1.017800,44,18,30.50200,84.02500,1987-07-21T16:35:00
34.925999,0.270000,0.831800,44,19,30.50200,84.02500,1987-07-21T16:35:00
34.917000,0.260000,0.447900,44,20,30.50200,84.02500,1987-07-21T16:35:00
34.915001,0.230000,0.181000,44,21,30.50200,84.02500,1987-07-21T16:35:00
34.914001,0.210000,0.019000,44,22,30.50200,84.02500,1987-07-21T16:35:00
34.914001,0.230000,-0.080000,44,23,30.50200,84.02500,1987-07-21T16:35:00
34.918999,0.280000,-0.295900,44,25,30.50200,84.02500,1987-07-21T16:35:00
34.919998,0.260000,-0.441900,44,26,30.50200,84.02500,1987-07-21T16:35:00
34.919998,0.260000,-0.548900,44,27,30.50200,84.02500,1987-07-21T16:35:00
34.922001,0.270000,-0.648800,44,28,30.50200,84.02500,1987-07-21T16:35:00
34.919998,0.250000,-0.720800,44,29,30.50200,84.02500,1987-07-21T16:35:00
34.923000,0.180000,-0.755800,44,30,30.50200,84.02500,1987-07-21T16:35:00
34.924999,0.280000,-0.779800,44,31,30.50200,84.02500,1987-07-21T16:35:00
34.926998,0.270000,-0.794800,44,32,30.50200,84.02500,1987-07-21T16:35:00
34.928001,0.310000,-0.801800,44,33,30.50200,84.02500,1987-07-21T16:35:00
34.931000,0.340000,-0.803800,44,34,30.50200,84.02500,1987-07-21T16:35:00
34.933998,0.300000,-0.799800,44,35,30.50200,84.02500,1987-07-21T16:35:00
34.936001,0.250000,-0.790800,44,36,30.50200,84.02500,1987-07-21T16:35:00
34.938999,0.380000,-0.773800,44,37,30.50200,84.02500,1987-07-21T16:35:00
34.938999,0.300000,-0.757800,44,38,30.50200,84.02500,1987-07-21T16:35:00
34.942001,0.250000,-0.738800,44,39,30.50200,84.02500,1987-07-21T16:35:00
34.942001,0.260000,-0.722800,44,40,30.50200,84.02500,1987-07-21T16:35:00
34.942001,0.300000,-0.707800,44,42,30.50200,84.02500,1987-07-21T16:35:00
34.943001,0.300000,-0.695800,44,44,30.50200,84.02500,1987-07-21T16:35:00
34.943001,0.320000,-0.686800,44,45,30.50200,84.02500,1987-07-21T16:35:00
34.943001,0.300000,-0.681800,44,48,30.50200,84.02500,1987-07-21T16:35:00
33.900002,-0.750000,-1.813600,45,2,29.33000,85.08300,1987-07-26T12:10:00
34.103001,-0.630000,-1.845600,45,3,29.33000,85.08300,1987-07-26T12:10:00
34.160000,-0.590000,-1.848600,45,4,29.33000,85.08300,1987-07-26T12:10:00
34.176998,-0.560000,-1.852600,45,5,29.33000,85.08300,1987-07-26T12:10:00
34.194000,-0.520000,-1.831600,45,6,29.33000,85.08300,1987-07-26T12:10:00
34.206001,-0.460000,-1.808600,45,7,29.33000,85.08300,1987-07-26T12:10:00
34.304001,-0.030000,-1.351700,45,9,29.33000,85.08300,1987-07-26T12:10:00
34.342999,0.020000,-1.113700,45,10,29.33000,85.08300,1987-07-26T12:10:00
34.452999,-0.030000,-0.516900,45,12,29.33000,85.08300,1987-07-26T12:10:00
34.716999,0.180000,0.849800,45,14,29.33000,85.08300,1987-07-26T12:10:00
34.792000,0.230000,1.503600,45,15,29.33000,85.08300,1987-07-26T12:10:00
34.869999,0.290000,1.832600,45,16,29.33000,85.08300,1987-07-26T12:10:00
34.898998,0.290000,1.731600,45,17,29.33000,85.08300,1987-07-26T12:10:00
34.910999,0.280000,1.298700,45,19,29.33000,85.08300,1987-07-26T12:10:00
34.911999,0.260000,0.934800,45,20,29.33000,85.08300,1987-07-26T12:10:00
33.610001,-1.100000,-1.803600,46,1,26.14200,85.36800,1987-07-27T16:30:00
33.671001,-0.990000,-1.810600,46,2,26.14200,85.36800,1987-07-27T16:30:00
33.916000,-0.840000,-1.834600,46,3,26.14200,85.36800,1987-07-27T16:30:00
33.932999,-0.770000,-1.838600,46,4,26.14200,85.36800,1987-07-27T16:30:00
33.967999,-0.790000,-1.841600,46,5,26.14200,85.36800,1987-07-27T16:30:00
34.071999,-0.650000,-1.846600,46,6,26.14200,85.36800,1987-07-27T16:30:00
34.122002,-0.600000,-1.844600,46,7,26.14200,85.36800,1987-07-27T16:30:00
34.286999,-0.140000,-1.416700,46,11,26.14200,85.36800,1987-07-27T16:30:00
34.509998,0.040000,-0.150000,46,13,26.14200,85.36800,1987-07-27T16:30:00
33.581001,-1.070000,-1.806600,47,1,25.29200,85.52300,1987-07-28T15:45:00
34.084000,-0.710000,-1.837600,47,2,25.29200,85.52300,1987-07-28T15:45:00
34.131001,-0.620000,-1.853600,47,3,25.29200,85.52300,1987-07-28T15:45:00
34.172001,-0.520000,-1.826600,47,4,25.29200,85.52300,1987-07-28T15:45:00
34.200001,-0.460000,-1.811600,47,5,25.29200,85.52300,1987-07-28T15:45:00
34.257999,-0.170000,-1.526600,47,6,25.29200,85.52300,1987-07-28T15:45:00
34.393002,0.010000,-0.819800,47,7,25.29200,85.52300,1987-07-28T15:45:00
34.625999,0.130000,0.558900,47,8,25.29200,85.52300,1987-07-28T15:45:00
34.835999,0.250000,1.450700,47,9,25.29200,85.52300,1987-07-28T15:45:00
34.861000,0.210000,1.250700,47,10,25.29200,85.52300,1987-07-28T15:45:00
33.279999,-1.580000,-1.802600,49,1,22.02700,86.10800,1987-08-04T06:34:59
33.283001,-1.410000,-1.801600,49,3,22.02700,86.10800,1987-08-04T06:34:59
33.853001,-0.890000,-1.839600,49,4,22.02700,86.10800,1987-08-04T06:34:59
34.015999,-0.740000,-1.840600,49,6,22.02700,86.10800,1987-08-04T06:34:59
34.042000,-0.700000,-1.838600,49,7,22.02700,86.10800,1987-08-04T06:34:59
34.113998,-0.660000,-1.851600,49,8,22.02700,86.10800,1987-08-04T06:34:59
34.161999,-0.550000,-1.831600,49,9,22.02700,86.10800,1987-08-04T06:34:59
34.334000,-0.160000,-1.184700,49,11,22.02700,86.10800,1987-08-04T06:34:59
34.445999,0.020000,-0.585900,49,12,22.02700,86.10800,1987-08-04T06:34:59
34.852001,0.250000,1.199700,49,15,22.02700,86.10800,1987-08-04T06:34:59
34.835999,0.210000,0.811800,49,16,22.02700,86.10800,1987-08-04T06:34:59
34.872002,0.080000,0.742800,49,18,22.02700,86.10800,1987-08-04T06:34:59
34.923000,0.240000,-0.721800,49,34,22.02700,86.10800,1987-08-04T06:34:59
34.931999,0.240000,-0.790800,49,40,22.02700,86.10800,1987-08-04T06:34:59
34.936001,0.270000,-0.784800,49,42,22.02700,86.10800,1987-08-04T06:34:59
33.550999,0.050000,-1.628400,58,1,30.58300,81.20500,1993-08-12T00:00:00
33.618999,0.060000,-1.604900,58,3,30.58300,81.20500,1993-08-12T00:00:00
33.897999,0.140000,-1.482600,58,5,30.58300,81.20500,1993-08-12T00:00:00
34.098000,0.150000,-1.332900,58,6,30.58300,81.20500,1993-08-12T00:00:00
34.535999,0.210000,0.414500,58,8,30.58300,81.20500,1993-08-12T00:00:00
34.651001,0.230000,0.912400,58,10,30.58300,81.20500,1993-08-12T00:00:00
34.731998,0.190000,1.282400,58,11,30.58300,81.20500,1993-08-12T00:00:00
34.740002,0.210000,1.322800,58,12,30.58300,81.20500,1993-08-12T00:00:00
34.013000,0.040000,-1.571800,59,3,30.87200,81.45000,1993-08-12T00:00:00
34.373001,0.090000,-0.692000,59,4,30.87200,81.45000,1993-08-12T00:00:00
34.654999,0.200000,1.311300,59,5,30.87200,81.45000,1993-08-12T00:00:00
34.862000,0.250000,1.809800,59,8,30.87200,81.45000,1993-08-12T00:00:00
35.070999,0.260000,1.939500,59,9,30.87200,81.45000,1993-08-12T00:00:00
35.000999,0.250000,2.608400,59,10,30.87200,81.45000,1993-08-12T00:00:00
35.008999,0.300000,2.634500,59,11,30.87200,81.45000,1993-08-12T00:00:00
34.993000,0.230000,2.379900,59,12,30.87200,81.45000,1993-08-12T00:00:00
33.799999,-0.070000,-1.664800,60,7,30.89800,81.48000,1993-08-13T00:00:00
34.944000,0.280000,2.873600,60,14,30.89800,81.48000,1993-08-13T00:00:00
34.860001,0.260000,1.553000,60,17,30.89800,81.48000,1993-08-13T00:00:00
34.903000,0.260000,1.887800,60,18,30.89800,81.48000,1993-08-13T00:00:00
35.005001,0.260000,2.306700,60,21,30.89800,81.48000,1993-08-13T00:00:00
34.983002,0.250000,1.896700,60,24,30.89800,81.48000,1993-08-13T00:00:00
32.855999,-0.010000,-1.573200,61,1,30.51700,81.53300,1993-08-13T00:00:00
32.862999,0.000000,-1.592200,61,2,30.51700,81.53300,1993-08-13T00:00:00
34.134998,0.190000,0.725500,61,6,30.51700,81.53300,1993-08-13T00:00:00
34.658001,0.250000,2.287000,61,7,30.51700,81.53300,1993-08-13T00:00:00
34.819000,0.230000,2.845400,61,8,30.51700,81.53300,1993-08-13T00:00:00
34.919998,0.290000,2.964500,61,9,30.51700,81.53300,1993-08-13T00:00:00
34.997002,0.280000,3.018400,61,10,30.51700,81.53300,1993-08-13T00:00:00
35.014000,0.290000,2.558700,61,11,30.51700,81.53300,1993-08-13T00:00:00
34.931000,0.210000,0.931700,61,12,30.51700,81.53300,1993-08-13T00:00:00
34.914001,0.180000,0.089900,61,14,30.51700,81.53300,1993-08-13T00:00:00
34.915001,0.200000,-0.006000,61,15,30.51700,81.53300,1993-08-13T00:00:00
34.914001,0.170000,-0.048500,61,16,30.51700,81.53300,1993-08-13T00:00:00
32.633999,0.010000,1.631300,63,2,30.25000,81.57200,1993-08-13T00:00:00
32.623001,-0.020000,-1.636100,63,4,30.25000,81.57200,1993-08-13T00:00:00
33.766998,0.110000,-1.409100,63,6,30.25000,81.57200,1993-08-13T00:00:00
34.264000,0.210000,-0.041800,63,7,30.25000,81.57200,1993-08-13T00:00:00
34.820999,0.240000,2.447500,63,8,30.25000,81.57200,1993-08-13T00:00:00
34.949001,0.290000,3.173100,63,9,30.25000,81.57200,1993-08-13T00:00:00
35.016998,0.290000,2.976200,63,11,30.25000,81.57200,1993-08-13T00:00:00
35.014999,0.270000,2.745000,63,12,30.25000,81.57200,1993-08-13T00:00:00
35.005001,0.300000,2.255200,63,13,30.25000,81.57200,1993-08-13T00:00:00
34.973000,0.260000,1.730500,63,14,30.25000,81.57200,1993-08-13T00:00:00
34.945999,0.230000,1.120000,63,15,30.25000,81.57200,1993-08-13T00:00:00
34.918999,0.240000,0.485900,63,16,30.25000,81.57200,1993-08-13T00:00:00
34.914001,0.280000,-0.002700,63,17,30.25000,81.57200,1993-08-13T00:00:00
34.910000,0.250000,-0.401500,63,18,30.25000,81.57200,1993-08-13T00:00:00
34.910000,0.240000,-0.555700,63,20,30.25000,81.57200,1993-08-13T00:00:00
34.918999,0.240000,-0.590000,63,22,30.25000,81.57200,1993-08-13T00:00:00
34.910000,0.200000,-0.601300,63,23,30.25000,81.57200,1993-08-13T00:00:00
34.909000,0.210000,-0.611100,63,24,30.25000,81.57200,1993-08-13T00:00:00
34.910999,0.270000,-0.753600,64,18,30.26000,81.61300,1993-08-13T00:00:00
34.916000,0.230000,-0.758200,64,22,30.26000,81.61300,1993-08-13T00:00:00
34.914001,0.240000,-0.767300,64,23,30.26000,81.61300,1993-08-13T00:00:00
34.916000,0.250000,-0.775400,64,24,30.26000,81.61300,1993-08-13T00:00:00
32.966999,-0.050000,-1.675800,65,1,30.31300,81.68000,1993-08-14T00:00:00
33.688000,0.000000,-1.690400,65,4,30.31300,81.68000,1993-08-14T00:00:00
34.056000,0.130000,-1.560900,65,5,30.31300,81.68000,1993-08-14T00:00:00
34.289001,0.180000,-0.313300,65,6,30.31300,81.68000,1993-08-14T00:00:00
34.791000,0.230000,1.616600,65,8,30.31300,81.68000,1993-08-14T00:00:00
34.945000,0.220000,2.543800,65,9,30.31300,81.68000,1993-08-14T00:00:00
34.983002,0.250000,2.464000,65,10,30.31300,81.68000,1993-08-14T00:00:00
34.966999,0.320000,1.841100,65,11,30.31300,81.68000,1993-08-14T00:00:00
34.923000,0.280000,0.662500,65,12,30.31300,81.68000,1993-08-14T00:00:00
34.910000,0.260000,-0.139100,65,13,30.31300,81.68000,1993-08-14T00:00:00
34.910000,0.210000,-0.506500,65,14,30.31300,81.68000,1993-08-14T00:00:00
34.910000,0.180000,-0.681800,65,15,30.31300,81.68000,1993-08-14T00:00:00
34.912998,0.160000,-0.752200,65,16,30.31300,81.68000,1993-08-14T00:00:00
34.912998,0.210000,-0.790300,65,17,30.31300,81.68000,1993-08-14T00:00:00
34.911999,0.230000,-0.801500,65,18,30.31300,81.68000,1993-08-14T00:00:00
34.918999,0.260000,-0.808400,65,19,30.31300,81.68000,1993-08-14T00:00:00
34.919998,0.240000,-0.807500,65,20,30.31300,81.68000,1993-08-14T00:00:00
34.922001,0.220000,-0.803600,65,21,30.31300,81.68000,1993-08-14T00:00:00
34.923000,0.240000,-0.799700,65,22,30.31300,81.68000,1993-08-14T00:00:00
34.924999,0.260000,-0.793900,65,23,30.31300,81.68000,1993-08-14T00:00:00
34.931000,0.260000,-0.782400,65,24,30.31300,81.68000,1993-08-14T00:00:00
34.428001,0.080000,-0.082400,66,6,30.37700,81.73000,1993-08-14T00:00:00
34.983002,0.260000,2.562000,66,9,30.37700,81.73000,1993-08-14T00:00:00
34.909000,0.190000,-0.244800,66,12,30.37700,81.73000,1993-08-14T00:00:00
34.910999,0.260000,-0.711900,66,14,30.37700,81.73000,1993-08-14T00:00:00
34.914001,0.210000,-0.779100,66,15,30.37700,81.73000,1993-08-14T00:00:00
34.915001,0.200000,-0.811700,66,16,30.37700,81.73000,1993-08-14T00:00:00
34.926998,0.190000,-0.794800,66,18,30.37700,81.73000,1993-08-14T00:00:00
34.929001,0.190000,-0.782200,66,19,30.37700,81.73000,1993-08-14T00:00:00
34.928001,0.190000,-0.782100,66,20,30.37700,81.73000,1993-08-14T00:00:00
34.930000,0.220000,-0.778900,66,21,30.37700,81.73000,1993-08-14T00:00:00
34.931000,0.220000,-0.775000,66,23,30.37700,81.73000,1993-08-14T00:00:00
34.931000,0.190000,-0.771100,66,24,30.37700,81.73000,1993-08-14T00:00:00
33.674999,-0.030000,-1.749700,67,2,39.31700,82.56300,1993-08-17T00:00:00
34.120998,0.090000,-1.799100,67,4,39.31700,82.56300,1993-08-17T00:00:00
34.323002,0.070000,-1.062600,67,6,39.31700,82.56300,1993-08-17T00:00:00
34.754002,0.180000,1.526500,67,7,39.31700,82.56300,1993-08-17T00:00:00
34.907001,0.250000,2.125100,67,8,39.31700,82.56300,1993-08-17T00:00:00
34.948002,0.230000,2.035000,67,9,39.31700,82.56300,1993-08-17T00:00:00
34.941002,0.230000,1.584900,67,10,39.31700,82.56300,1993-08-17T00:00:00
34.928001,0.280000,0.921500,67,11,39.31700,82.56300,1993-08-17T00:00:00
34.915001,0.240000,0.328100,67,12,39.31700,82.56300,1993-08-17T00:00:00
34.911999,0.230000,-0.098700,67,13,39.31700,82.56300,1993-08-17T00:00:00
34.911999,0.250000,-0.439900,67,14,39.31700,82.56300,1993-08-17T00:00:00
34.914001,0.240000,-0.632200,67,15,39.31700,82.56300,1993-08-17T00:00:00
34.917999,0.260000,-0.712100,67,16,39.31700,82.56300,1993-08-17T00:00:00
34.917999,0.240000,-0.762100,67,17,39.31700,82.56300,1993-08-17T00:00:00
34.921001,0.210000,-0.788000,67,18,39.31700,82.56300,1993-08-17T00:00:00
34.924000,0.190000,-0.802000,67,19,39.31700,82.56300,1993-08-17T00:00:00
34.930000,0.220000,-0.800000,67,20,39.31700,82.56300,1993-08-17T00:00:00
34.931000,0.200000,-0.796900,67,21,39.31700,82.56300,1993-08-17T00:00:00
34.931999,0.220000,-0.797600,67,22,39.31700,82.56300,1993-08-17T00:00:00
34.938000,0.250000,-0.797900,67,24,39.31700,82.56300,1993-08-17T00:00:00
33.708000,-0.030000,-1.751200,68,1,40.20700,82.75500,1993-08-18T00:00:00
33.900002,0.010000,-1.761200,68,3,40.20700,82.75500,1993-08-18T00:00:00
34.140999,0.060000,-1.784800,68,4,40.20700,82.75500,1993-08-18T00:00:00
34.264999,-0.050000,-1.504100,68,5,40.20700,82.75500,1993-08-18T00:00:00
34.390999,-0.120000,-0.955300,68,6,40.20700,82.75500,1993-08-18T00:00:00
34.824001,0.160000,1.985000,68,7,40.20700,82.75500,1993-08-18T00:00:00
34.928001,0.260000,2.367700,68,8,40.20700,82.75500,1993-08-18T00:00:00
34.948002,0.230000,2.203700,68,9,40.20700,82.75500,1993-08-18T00:00:00
34.941002,0.220000,1.721600,68,10,40.20700,82.75500,1993-08-18T00:00:00
34.929001,0.180000,1.203200,68,11,40.20700,82.75500,1993-08-18T00:00:00
34.918999,0.230000,0.600500,68,12,40.20700,82.75500,1993-08-18T00:00:00
34.911999,0.260000,-0.184000,68,13,40.20700,82.75500,1993-08-18T00:00:00
34.914001,0.210000,-0.685000,68,15,40.20700,82.75500,1993-08-18T00:00:00
34.919998,0.200000,-0.772500,68,17,40.20700,82.75500,1993-08-18T00:00:00
34.929001,0.210000,-0.795600,68,19,40.20700,82.75500,1993-08-18T00:00:00
34.931000,0.260000,-0.785600,68,20,40.20700,82.75500,1993-08-18T00:00:00
34.935001,0.220000,-0.778500,68,21,40.20700,82.75500,1993-08-18T00:00:00
34.935001,0.260000,-0.777000,68,22,40.20700,82.75500,1993-08-18T00:00:00
34.939999,0.240000,-0.775300,68,23,40.20700,82.75500,1993-08-18T00:00:00
34.942001,0.240000,-0.770000,68,24,40.20700,82.75500,1993-08-18T00:00:00
33.659000,0.040000,-1.746200,69,1,40.87800,82.39200,1993-08-19T00:00:00
34.077000,0.060000,-1.775400,69,4,40.87800,82.39200,1993-08-19T00:00:00
34.457001,0.100000,-0.371400,69,6,40.87800,82.39200,1993-08-19T00:00:00
34.925999,0.260000,2.310700,69,8,40.87800,82.39200,1993-08-19T00:00:00
34.959999,0.290000,1.862000,69,10,40.87800,82.39200,1993-08-19T00:00:00
34.931999,0.180000,1.040100,69,11,40.87800,82.39200,1993-08-19T00:00:00
34.912998,0.210000,-0.001200,69,13,40.87800,82.39200,1993-08-19T00:00:00
34.910000,0.180000,-0.388100,69,15,40.87800,82.39200,1993-08-19T00:00:00
34.909000,0.210000,-0.633700,69,17,40.87800,82.39200,1993-08-19T00:00:00
34.910999,0.180000,-0.703300,69,19,40.87800,82.39200,1993-08-19T00:00:00
34.915001,0.170000,-0.730300,69,21,40.87800,82.39200,1993-08-19T00:00:00
34.915001,0.170000,-0.744400,69,22,40.87800,82.39200,1993-08-19T00:00:00
34.921001,0.210000,-0.801600,69,23,40.87800,82.39200,1993-08-19T00:00:00
34.924000,0.260000,-0.812600,69,24,40.87800,82.39200,1993-08-19T00:00:00
34.895000,0.280000,2.293400,70,8,41.50000,82.32200,1993-08-20T00:00:00
34.938999,0.240000,2.219700,70,11,41.50000,82.32200,1993-08-20T00:00:00
34.911999,0.340000,0.076300,70,15,41.50000,82.32200,1993-08-20T00:00:00
34.909000,0.230000,-0.321900,70,17,41.50000,82.32200,1993-08-20T00:00:00
34.910000,0.240000,-0.692600,70,21,41.50000,82.32200,1993-08-20T00:00:00
34.910000,0.260000,-0.705900,70,22,41.50000,82.32200,1993-08-20T00:00:00
34.910000,0.280000,-0.733000,70,23,41.50000,82.32200,1993-08-20T00:00:00
34.910999,0.240000,-0.739600,70,24,41.50000,82.32200,1993-08-20T00:00:00
33.613998,0.010000,-1.741600,71,1,41.61700,82.26800,1993-08-20T00:00:00
34.117001,0.100000,-1.808100,71,4,41.61700,82.26800,1993-08-20T00:00:00
34.791000,0.190000,1.874100,71,8,41.61700,82.26800,1993-08-20T00:00:00
34.896000,0.270000,2.262100,71,9,41.61700,82.26800,1993-08-20T00:00:00
34.966999,0.230000,2.438800,71,10,41.61700,82.26800,1993-08-20T00:00:00
34.973999,0.270000,2.211200,71,11,41.61700,82.26800,1993-08-20T00:00:00
34.945999,0.260000,1.181900,71,13,41.61700,82.26800,1993-08-20T00:00:00
34.912998,0.260000,0.117500,71,15,41.61700,82.26800,1993-08-20T00:00:00
34.910999,0.220000,-0.434800,71,18,41.61700,82.26800,1993-08-20T00:00:00
