,sea_ice_melt_mean,sea_ice_melt_std_dev,sea_ice_melt_trend,meteoric_mean,meteoric_std_dev,meteoric_trend,net_liquid_freshwater_mean,net_liquid_freshwater_std_dev,net_liquid_freshwater_trend
133,2141.059838874245,451.96417957597805,1713.9789520759061,3794.46333358409,443.66661910209854,3115.7645617294256,5935.5231724583355,895.6307986780766,4829.7435138053315
134,2129.8981487430315,466.6674226316059,1713.0003955497652,3795.212771823728,443.02149907340976,3115.324160146225,5925.11092056676,909.6889217050157,4828.32455569599
135,2125.0176330831005,473.39262401724454,1712.0218390236244,3815.196157647189,422.5106597286138,3114.883758563025,5940.2137907302895,895.9032837458583,4826.9055975866495
136,2092.358963204981,511.67432248900445,1711.0432824974835,3750.203986742341,502.7729561931136,3114.4433569798243,5842.562949947322,1014.447278682118,4825.486639477308
137,2063.7414992927716,512.4283315941069,1710.0647259713426,3698.7067018719104,492.4967974016536,3114.002955396624,5762.448201164681,1004.9251289957606,4824.0676813679665
138,2021.6196206638604,507.16514344945045,1709.086169445202,3628.80127074469,492.64265171566154,3113.5625538134236,5650.42089140855,999.807795165112,4822.648723258625
139,2009.3577033377733,495.5056555435749,1708.107612919061,3606.0657173427185,470.17760438382396,3113.1221522302235,5615.423420680492,965.6832599273989,4821.2297651492845
140,1939.75467409492,406.57526609333974,1707.1290563929201,3498.507743389117,350.50999763730215,3112.681750647023,5438.262417484037,757.0852637306418,4819.810807039943
141,1904.330158219481,365.0099190378709,1706.1504998667792,3441.907035065576,308.50917376544265,3112.241349063823,5346.237193285057,673.5190928033135,4818.391848930602
142,1831.547162943468,315.4661981531164,1705.1719433406383,3325.6878364968034,315.58887061687676,3111.800947480622,5157.234999440271,631.0550687699931,4816.972890821261
143,1776.3999201564632,331.97277919408015,1704.1933868144974,3239.019813696336,409.00455857002737,3111.360545897422,5015.419733852799,740.9773377641075,4815.5539327119195
144,1728.8510075282384,347.1123332996739,1703.2148302883566,3157.6072813673254,456.3708000280362,3110.9201443142215,4886.458288895564,803.48313332771,4814.134974602578
145,1709.4857691176105,357.94838416176196,1702.2362737622157,3118.7854950904643,469.0106799026066,3110.4797427310214,4828.271264208075,826.9590640643686,4812.716016493237
146,1690.0477325949578,376.62712925071907,1701.2577172360748,3051.9704856393196,478.678912435312,3110.039341147821,4742.018218234278,855.306041686031,4811.297058383896
147,1667.4401859240527,397.87162796043776,1700.2791607099339,2983.9683403578492,470.8102363340206,3109.5989395646207,4651.408526281902,868.6818642944584,4809.8781002745545
148,1631.3526055086368,443.38729862679656,1699.300604183793,2902.7090888735797,566.3173931441976,3109.15853798142,4534.061694382217,1009.7046917709941,4808.459142165213
149,1579.2437919899758,446.32707283055765,1698.3220476576523,2804.224264672148,553.939662684574,3108.71813639822,4383.468056662124,1000.2667355151317,4807.040184055872
150,1565.795499852563,440.2461951757493,1697.3434911315114,2774.4319911669318,538.9348504681484,3108.2777348150194,4340.227491019495,979.1810456438977,4805.621225946531
151,1531.0292569343258,384.464798779801,1696.3649346053705,2715.905778965141,435.59342786470876,3107.8373332318192,4246.935035899467,820.0582266445098,4804.2022678371895
152,1500.7639295610716,348.47936861570076,1695.3863780792296,2670.4005033874446,391.8971672912524,3107.3969316486186,4171.164432948516,740.3765359069532,4802.783309727848
153,1449.1872456560222,287.1825614455694,1694.4078215530888,2590.9368789185373,333.2324015645978,3106.9565300654185,4040.1241245745596,620.4149630101672,4801.3643516185075
154,1448.541141981712,286.70948520896184,1693.4292650269479,2595.3249432886873,334.55542517814894,3106.516128482218,4043.8660852703993,621.2649103871108,4799.945393509166
155,1437.5845791863385,291.7330458210692,1692.450708500807,2573.986519195944,355.6311276577747,3106.075726899018,4011.5710983822823,647.3641734788439,4798.526435399825
156,1424.0725507114178,298.72089792430864,1691.472151974666,2547.097273023675,375.04551158347414,3105.635325315817,3971.169823735093,673.7664095077828,4797.107477290483
157,1406.9013041942565,305.13605009554857,1690.4935954485254,2507.137838303344,376.34893202116996,3105.194923732617,3914.0391424976006,681.4849821167186,4795.6885191811425
158,1393.5046314028632,315.9377561475221,1689.5150389223845,2471.808574418823,384.29379947445767,3104.7545221494165,3865.313205821686,700.2315556219799,4794.269561071801
159,1377.512542704779,330.8841602588048,1688.5364823962436,2434.973086970303,385.20461079729887,3104.314120566216,3812.4856296750822,716.0887710561037,4792.85060296246
160,1404.4373639859239,303.1029141298445,1687.5579258701027,2499.568930517715,343.844630192399,3103.873718983016,3904.006294503639,646.9475443222435,4791.431644853118
161,1435.1854279068527,306.3545370890596,1686.5793693439618,2565.198743964415,379.12995175318997,3103.4333173998157,4000.3841718712674,685.4844888422496,4790.0126867437775
162,1449.956752856763,322.25481012853254,1685.600812817821,2601.0718951553204,425.31895275246626,3102.992915816615,4051.028648012083,747.5737628809989,4788.593728634436
163,1468.2246094195007,357.3057247594538,1684.62225629168,2637.5875493961034,493.23023268852285,3102.5525142334145,4105.812158815605,850.5359574479767,4787.174770525095
164,1492.0318464731201,385.0620255298686,1683.6436997655392,2679.1326618085236,526.5018889222891,3102.1121126502144,4171.164508281644,911.5639144521577,4785.755812415753
165,1521.073348479032,400.65553845932044,1682.6651432393983,2727.539033481083,527.2971338459007,3101.671711067014,4248.612381960115,927.9526723052211,4784.3368543064125
166,1515.505468658769,399.21611674220895,1681.6865867132574,2717.923510217998,528.3954882067421,3101.2313094838137,4233.428978876766,927.611604948951,4782.917896197071
